window_id,experiment_id,condition,RMS,Peak,Std,Kurtosis,Dominant_Frequency,Spectral_Energy
370,misalignment_03,misalignment,0.436679193067028,1.001389820933251,0.23033833089855982,5.560770572586996,174.75368540194933,0.9014437996768929
235,imbalance_03,imbalance,0.35677394389017664,0.8755736489302727,0.18511813700208446,5.028111849491064,150.96482124205772,0.8210559848861745
31,normal_02,normal,0.2261200348341365,0.45877530005455425,0.09589072769166264,3.2212577420119777,151.28626931538483,0.4967877995997996
213,imbalance_03,imbalance,0.3650022124060346,0.8498441854747342,0.16752798621483575,4.808174360640094,148.60100220352453,0.9096056247308841
185,imbalance_02,imbalance,0.33610649301811824,0.8760578525487668,0.1528837205774689,4.52189019070623,156.21426027123235,0.8472176130155358
87,normal_03,normal,0.21336652036215994,0.42246510871076964,0.1089781540841055,3.3257873895247982,147.08955144104576,0.375615217214272
3,normal_01,normal,0.20132061395122433,0.4950896482787213,0.10467509342252046,2.8281415074233522,151.1062523522475,0.37205586995855006
588,loose_mount_05,loose_mount,0.29907061318876715,0.589007763777982,0.131590884875014,6.984103223531916,134.3083398875114,0.5741129358878889
536,loose_mount_03,loose_mount,0.3114422123373567,0.6956939024276754,0.1640829628327957,5.687410402777912,138.10186228942715,0.7173063017736334
597,loose_mount_05,loose_mount,0.3218874618349673,0.7130236990556531,0.1611515168564963,5.5312281533535534,135.87010013589037,0.8443636075696622
369,misalignment_03,misalignment,0.5105422458205426,0.9565799566741114,0.25371180430898516,5.991834136462389,184.45843232829336,1.2278320906719822
540,loose_mount_03,loose_mount,0.2930344233457852,0.7382055631894966,0.17194655014405735,6.570640883492511,137.45495761328326,0.5878725173273636
73,normal_03,normal,0.19737826698624547,0.3767637669660988,0.10928296991568485,2.8789998574382536,148.39829928487933,0.3665123794355155
136,normal_05,normal,0.19595833509221192,0.42688423567689376,0.102528848149699,2.899208451717878,148.11580174882388,0.43557264171517196
557,loose_mount_04,loose_mount,0.3013611671570945,0.7341593959563211,0.12842085625902733,5.385978893024395,129.91098125497996,0.7411291524401432
438,misalignment_05,misalignment,0.5568678775948901,1.0211460152363918,0.2134392581296527,5.537946747527762,184.76536788771028,1.1966202819625682
596,loose_mount_05,loose_mount,0.3353997794161553,0.7549468002081542,0.1572652615849506,6.163793830584728,128.34979502457588,0.5281651585198803
164,imbalance_01,imbalance,0.323326316296125,0.8555050167506483,0.18926739612065374,4.264249659960153,151.91792686185443,0.83884664739427
83,normal_03,normal,0.1942750253288862,0.46815862317234785,0.09691326944453588,3.1871094250930296,144.50578174735463,0.40321963159406765
258,imbalance_04,imbalance,0.3894782155487698,0.8116033475199861,0.2072770064986538,4.7171694113718345,143.8770475697461,0.7157407926438636
193,imbalance_02,imbalance,0.3909058105372852,0.7750813578573692,0.1939563367800001,4.838714592902537,151.00535938701796,0.8978362857751659
454,loose_mount_01,loose_mount,0.34637791657214934,0.6239775812876096,0.153514009123297,6.844964849309121,121.59233101837683,0.6943717344624043
133,normal_05,normal,0.2102244362909507,0.4656505863973294,0.08213292488631922,2.9754630725009745,152.98710415769978,0.47296118694481604
516,loose_mount_03,loose_mount,0.35333561055214474,0.6534456795746864,0.16874753933839295,5.807928853264796,142.9572560814408,0.5892983179664217
442,misalignment_05,misalignment,0.5620177046949155,0.948636373928509,0.23873615603394482,6.557070689207296,172.7130662766836,0.8602185500100223
276,imbalance_05,imbalance,0.35973589216115187,0.9218306215003731,0.19072593938361787,4.665029506466893,150.05421432014194,0.6546258327531642
365,misalignment_03,misalignment,0.3929748505486092,1.0017334629151307,0.2263458432784,5.412629720840217,188.05463056200256,1.1048982874076911
30,normal_01,normal,0.17444124851360762,0.4569035167088848,0.11579091256410436,3.0319983227146876,149.64408502167035,0.43429130698012713
507,loose_mount_02,loose_mount,0.3148689108916557,0.693288147820382,0.13330297694456997,6.164000703780106,139.55823511728244,0.67047771947199
571,loose_mount_05,loose_mount,0.31027979103420844,0.6919265503634864,0.17128624372494364,5.710779559979283,148.88668471959696,0.710020598253339
25,normal_01,normal,0.18374117809379348,0.4333857095928126,0.09387903200940192,2.971841822716723,153.19794069236292,0.4278524283722672
183,imbalance_02,imbalance,0.41179729011662514,0.8344291154421118,0.16687890126718063,5.229202534477132,157.31674201192652,0.8195645324258283
474,loose_mount_01,loose_mount,0.35187188198795866,0.7052779680202244,0.14664251861147376,6.748032116528591,135.48237578915163,0.7385450715456711
105,normal_04,normal,0.2094227258679986,0.42866190611341104,0.09588361677783791,3.2725285279606684,146.8782418424627,0.29936098345352546
64,normal_03,normal,0.23208508723034282,0.43169202276172697,0.10107880444343034,3.2619101369721055,145.19322137682323,0.357417639294693
491,loose_mount_02,loose_mount,0.3674931102702682,0.7885611961841829,0.15048897443839573,6.053298454468013,131.20739272312125,0.6981730238709973
246,imbalance_04,imbalance,0.3843794143778835,0.910003513736642,0.17973168426150382,4.008854834931752,150.2369581586618,0.7669760802693915
249,imbalance_04,imbalance,0.3931347189132615,0.8342992770629061,0.16767413823615784,4.792060153636023,148.5098393893378,0.6942638938510605
102,normal_04,normal,0.21525852964673875,0.46792397455744816,0.08314402682615192,3.10760688798565,146.8970758449768,0.4317638055794132
556,loose_mount_04,loose_mount,0.3106646915324038,0.6975724524986987,0.11228854191113058,6.001258332535285,132.3372339185349,0.6574904006475439
592,loose_mount_05,loose_mount,0.36619191839778875,0.773426700645301,0.13478270509903645,6.484222152797306,127.54392687179308,0.5852252285070141
357,misalignment_02,misalignment,0.4924466955198329,1.084630406230773,0.23957284502070725,6.1036459397338945,177.52517344703665,1.0167831470160995
210,imbalance_02,imbalance,0.35098433911968097,0.7697212215890568,0.1954898940773074,4.786511608354806,157.95859216772405,0.7414214017037664
166,imbalance_01,imbalance,0.41482222437678906,0.9383419608539384,0.21588740109200716,5.260182755027067,150.56106327347928,0.8082176130421075
138,normal_05,normal,0.17675840974531426,0.36533382204117876,0.0813815484675749,3.0058219893153337,150.0927518340981,0.41411945722874394
196,imbalance_02,imbalance,0.3340318401124682,0.6673495669419787,0.1776623962718295,4.4507518058645905,150.66059787335197,0.6519835320765218
77,normal_03,normal,0.2215248031493277,0.4161735586893061,0.10333070372618255,2.9948274304092286,150.94172463437266,0.3783315597025297
177,imbalance_01,imbalance,0.38599369655949123,0.852893753441277,0.18236695826776408,4.955654386368331,150.38525958255192,0.8963240145165967
330,misalignment_01,misalignment,0.4129821895989398,1.0769856893055354,0.17320486516285685,5.686909263291449,185.87541413804365,1.0988668524467307
537,loose_mount_03,loose_mount,0.2639076224228469,0.784578397783635,0.19468186161595463,6.700916984774704,140.5619086033588,0.6868297105282071
549,loose_mount_04,loose_mount,0.2957853224085155,0.628004703134111,0.14565712773847372,6.338672089860108,129.03150941684572,0.7243162804796259
71,normal_03,normal,0.2018425331686822,0.4165040710469015,0.09405599647801266,2.703892697486997,147.33559843879905,0.4020991655962785
562,loose_mount_04,loose_mount,0.3110502288485829,0.6801785669779445,0.1560620376990066,6.2623486388256735,130.46901494987128,0.5570982148764605
590,loose_mount_05,loose_mount,0.3264937660246063,0.6064995643486801,0.16875045843499514,6.032533981363197,137.17855472166545,0.614866401441111
82,normal_03,normal,0.1844103520654916,0.46721205435830215,0.09148462810814233,3.1331170472626857,153.25586101333772,0.43832657036186146
317,misalignment_01,misalignment,0.40244902938259725,1.0453018756312171,0.21650088854406052,5.169705616541907,175.22713797179776,1.1571304538929617
305,misalignment_01,misalignment,0.43601787863162467,1.0673794393667757,0.25581589123884335,6.223526499119634,173.61945037886022,1.0273545415455863
7,normal_01,normal,0.1977210508469025,0.4163937409214989,0.09175518784308762,3.1301185575649404,152.22976251361032,0.4471577134152597
424,misalignment_05,misalignment,0.5107220061446237,1.0631238328067147,0.24440723457535302,5.763091347847215,176.39729810831227,1.1287482704385525
375,misalignment_03,misalignment,0.5046148455969018,0.9379481379351339,0.18253498951619246,5.3021506574245745,177.72647781575364,1.1665672089883818
430,misalignment_05,misalignment,0.4763390838008089,1.0381271390080975,0.20552520056046703,5.214489925106244,184.33152278584683,1.187234234286652
538,loose_mount_03,loose_mount,0.25184732780915214,0.5709115684182732,0.15510164087735517,5.90401059613501,126.5125423300359,0.674980265282506
313,misalignment_01,misalignment,0.4491903630004653,0.880563451927554,0.19806581761621483,4.868641875423399,181.64914394507764,1.2308914542082772
239,imbalance_03,imbalance,0.40618638113791145,0.8796399125219986,0.17458143739684384,4.474853791504297,147.52722627743688,0.6491629401233714
560,loose_mount_04,loose_mount,0.29791950964649855,0.5107327623948661,0.1375707606484445,5.937792553514479,125.88249295099534,0.6932489720186121
433,misalignment_05,misalignment,0.5034912461602483,1.0712997425345099,0.18175442566365377,5.2709191907683595,184.18941843959365,1.0786891118292605
287,imbalance_05,imbalance,0.3566527857277528,0.7777259095107579,0.19212582312217416,4.331566156036654,155.18926114429505,0.6681851069505277
427,misalignment_05,misalignment,0.3750396828719378,1.0839568090774252,0.2730501853396681,6.196049736918629,179.79478220325737,1.0546058138577117
599,loose_mount_05,loose_mount,0.28201199021958245,0.6617096695408503,0.14900819384236122,6.87366162080678,142.8059436041324,0.7158513715701366
362,misalignment_03,misalignment,0.6206324624119361,0.8290773896089845,0.20784870257368676,5.35352996633019,173.74590188808654,0.9422416752396288
74,normal_03,normal,0.1869143344662489,0.4671156176277967,0.09810755659063596,3.065732400456496,151.08576556178653,0.48603308277640833
40,normal_02,normal,0.18541832324512783,0.42383414239728817,0.07852710970261345,2.9674668158910187,146.81275676442132,0.3935280286316963
156,imbalance_01,imbalance,0.3802406672174429,0.8558659252778527,0.20330615071094355,5.376587899161165,152.23848032763667,0.8271637508828482
219,imbalance_03,imbalance,0.2688802287708571,0.7921981270245184,0.1563999844306548,5.081599605554692,148.29954419142615,0.8123163216588489
371,misalignment_03,misalignment,0.48463397230145017,0.9231644340452088,0.23257980442242876,5.282382583320459,172.5017082707783,1.0734298360376897
211,imbalance_03,imbalance,0.41997345329897956,0.8277930730366225,0.19591556019488465,4.643494819934518,150.80176464979368,0.7707600896560852
236,imbalance_03,imbalance,0.3632460502429985,0.9983785473127638,0.14864139167139,5.241328063247044,156.47162980288388,0.7118272955227525
547,loose_mount_04,loose_mount,0.3436382720142076,0.5523034547184019,0.1346736930076859,6.000139971855118,142.4617312037494,0.7414883012397095
61,normal_03,normal,0.19694954935095282,0.46533575457413984,0.10999824246910295,2.788292783604318,149.62497290904128,0.49407277738294864
301,misalignment_01,misalignment,0.4780146858826511,1.044245460496971,0.2208671971143,5.436140428652799,178.46177019127228,0.8579084074104819
260,imbalance_04,imbalance,0.32496345645593794,0.7697303113504417,0.16542779029480945,5.070036640916672,154.23648524396097,0.7683351633528948
281,imbalance_05,imbalance,0.31997322388872645,0.7379671897777675,0.1692437730728572,5.229947284298053,148.4419864364501,0.8312170927463007
229,imbalance_03,imbalance,0.42982539840687495,0.8967672420600058,0.1497049044841292,5.090192374873118,152.61942035054284,0.6515783002293947
12,normal_01,normal,0.19302549855503126,0.43150592829341733,0.10857975881257155,2.961739135023677,146.17294102998625,0.36333563929982593
413,misalignment_04,misalignment,0.49638732349759745,1.058416907335229,0.202771474816982,5.6145923022456925,167.84190215668485,1.0711713784170598
84,normal_03,normal,0.16018376009752006,0.39019756679091183,0.1136386222981391,3.1790369963943372,147.84155930014563,0.34487482719795515
91,normal_04,normal,0.16627063697531796,0.4169508213454419,0.10247665901108943,2.964154674910049,149.23986729315595,0.41204075643099697
209,imbalance_02,imbalance,0.37313741959134605,0.6952493411755513,0.19934598471685544,5.330877429998736,147.81235604281324,0.8041576594015417
539,loose_mount_03,loose_mount,0.3315454850751451,0.5983069717266496,0.1410224475943923,6.954935341560158,125.54826971867175,0.7495808949731966
336,misalignment_02,misalignment,0.4167729004026043,1.1777182840257725,0.2497639210509858,5.595921553749982,185.95109402810888,1.0659297783829642
80,normal_03,normal,0.21238342233950788,0.4364296606446394,0.11063851532734359,2.771612354771519,150.0190171870868,0.5498836863297916
435,misalignment_05,misalignment,0.5389477289295824,0.9102507029145338,0.20021459576498182,5.5214006318407565,182.13586399810612,0.916912274738651
141,normal_05,normal,0.23810120428128942,0.451423059079385,0.11753691026701082,2.9813402700693015,150.39317347813844,0.43827372363214173
282,imbalance_05,imbalance,0.3584673518855368,0.8398358048681499,0.17717208995712394,5.10556981003246,148.86075464712576,0.6541977399998047
269,imbalance_04,imbalance,0.37129261226261373,0.7892959259433803,0.18576438126180647,4.711669056255431,150.82968551582223,0.786287896489203
415,misalignment_04,misalignment,0.47498511662782955,0.9885677831995252,0.23321315090028416,5.939183497385479,184.88868118137373,1.0497749755495842
200,imbalance_02,imbalance,0.4573517394075275,0.9768387680626421,0.15544000238355005,4.475713411094997,156.9396751469354,0.6953375159329891
465,loose_mount_01,loose_mount,0.32346689904717474,0.7066128994273746,0.1502160416971203,6.171779451556446,128.539809066435,0.6440413256184238
576,loose_mount_05,loose_mount,0.25465412264711523,0.7492933241586216,0.18881733878363738,6.560612686399896,140.77079500528384,0.6123118291058136
585,loose_mount_05,loose_mount,0.31565336282538464,0.8153678513276715,0.14637537930906597,6.423857515047534,135.27527302643486,0.597070168066832
372,misalignment_03,misalignment,0.48754607634032476,1.0579281971320933,0.2955759129925288,5.710915812484338,180.42540883532064,0.9422438671132675
400,misalignment_04,misalignment,0.435626808762892,0.8840160714233034,0.2167426994876093,5.526680977429096,174.77895874806777,1.108870327821515
341,misalignment_02,misalignment,0.5261319861393926,1.0660037491790335,0.2874933463020623,5.294624273075735,171.10425374325706,0.9505664891504881
149,normal_05,normal,0.1499660031168069,0.381840285495585,0.09166963277203989,2.888454222500957,148.77483411823582,0.42192905614904586
495,loose_mount_02,loose_mount,0.3109914360779029,0.5880035466140958,0.17819812434550056,5.859192723734783,144.18840098867102,0.6774020540866037
440,misalignment_05,misalignment,0.5370104739468368,1.1207425028311202,0.22012371804922976,5.514418742455675,181.32146151027817,0.9914811551072988
146,normal_05,normal,0.20557728569294478,0.40968428201505824,0.10724282677456229,3.01260047366694,144.32416124006426,0.3220704279801484
10,normal_01,normal,0.1905925469141441,0.4244448860702663,0.09724857748773316,3.2989882622468794,147.40250665292027,0.468413917729574
376,misalignment_03,misalignment,0.42817090125651713,0.9915480118488527,0.25025433979684697,4.647493063951231,183.1689308396945,0.9317549427793563
524,loose_mount_03,loose_mount,0.3288101848979568,0.838053716636067,0.14621508606863215,7.715881207555317,130.63482350782067,0.7004154681404814
189,imbalance_02,imbalance,0.3702441555929065,0.6522039233911886,0.16211585296041045,4.7079243014402765,148.25658929529342,0.8905366074702238
132,normal_05,normal,0.20088424756208398,0.4418834406081781,0.08917572802611713,2.969789624478614,147.76170523004245,0.35748422305384264
573,loose_mount_05,loose_mount,0.2980686197194244,0.7075008550987526,0.12441492055649467,6.463101009061948,128.0917542595947,0.6880135710394779
299,imbalance_05,imbalance,0.39206209227251615,0.9012412173186343,0.1468332886883551,4.797233419619367,152.0953695932338,0.7559388332122612
587,loose_mount_05,loose_mount,0.32562613574358157,0.6957935426571408,0.15025157004703665,6.528409263360069,127.63579355604521,0.6832269124443753
447,misalignment_05,misalignment,0.5582889765601627,1.05086595430181,0.1767975638357096,5.7815982525787835,184.16431871654504,1.0278403830001899
85,normal_03,normal,0.140709423243167,0.42826017968269464,0.12420415012247403,3.0869768542927294,148.32128314185152,0.4432540104750153
593,loose_mount_05,loose_mount,0.34618333044896415,0.5807130262046816,0.1685371182715308,6.0736388437134705,130.73072038151682,0.7127800975698633
178,imbalance_01,imbalance,0.3617411542310111,0.9105787657743398,0.16711265759573954,4.778911853759549,146.71214979083913,0.8164018976278016
154,imbalance_01,imbalance,0.43453714848342795,0.6695361257620753,0.17364186902743073,4.4965481602868005,151.47690344450956,0.734284062464261
453,loose_mount_01,loose_mount,0.30738308774523454,0.6201855200344188,0.14717194658349245,6.233777742040412,132.6896034694861,0.6929535493828055
197,imbalance_02,imbalance,0.3495210216675897,0.8318901676242264,0.18732419195567873,4.946115185559705,145.71804406337185,0.8483748584108449
76,normal_03,normal,0.19737724939593312,0.4639510357618518,0.119510125601263,3.4153961058107507,150.20814340539835,0.42800952966585376
93,normal_04,normal,0.2059283600161732,0.5314029321092427,0.09912905828947491,2.9385833563330848,147.73941725892786,0.36838686647110813
297,imbalance_05,imbalance,0.32612789804881737,0.8368533502179696,0.1575713790796549,5.311824342215676,154.2367789274127,0.787635123079019
69,normal_03,normal,0.1601387925789169,0.39814110687700954,0.0851781460255718,2.533276776030339,147.96520667953448,0.457471694986387
16,normal_01,normal,0.21330770217945574,0.44606058061962306,0.09576701687955846,2.9840563578187203,144.93799669812591,0.3476443763788456
205,imbalance_02,imbalance,0.34396412018781697,0.8619160763354137,0.1945742846814869,4.5981734477182075,153.23816148246468,0.8252950206859867
159,imbalance_01,imbalance,0.395315429455402,0.5281269739828173,0.14553073185189164,4.958119010329344,152.91011734906718,0.6870056975888056
89,normal_03,normal,0.20516457646645392,0.5125887208667962,0.09638229522555829,2.8117755808150084,148.65430737591493,0.44261669753215693
498,loose_mount_02,loose_mount,0.30315321842173093,0.7181501349074435,0.1235727185670946,5.9764637040660675,133.2632080247355,0.8068803064767893
118,normal_04,normal,0.17938372559457694,0.44772181835145886,0.1104917362144135,2.804808236777019,147.26827534823565,0.44792744796371115
383,misalignment_03,misalignment,0.5401350403268073,0.95733950169409,0.26494833335564383,5.971096959820482,190.86258718484865,0.9749998263751489
406,misalignment_04,misalignment,0.4038900362404286,1.1027581070553822,0.19945053402916227,5.640988946841262,176.78690476299863,0.9541988399298771
34,normal_02,normal,0.19989756266559858,0.4434622840590195,0.10337574548798933,3.2814963722627435,150.27175472070525,0.4521969396638429
1,normal_01,normal,0.20609434159508863,0.4084006357503802,0.10750451195806458,3.188112943278243,144.1468944340385,0.35489102465688405
594,loose_mount_05,loose_mount,0.33034195841979885,0.6421559776219764,0.16435451217500127,6.256685269012612,124.46367124279178,0.6664100413136209
532,loose_mount_03,loose_mount,0.2756615221386125,0.6493735019841412,0.14285389879466368,5.518974584573674,123.4676894031592,0.6142531762873957
354,misalignment_02,misalignment,0.4907549067909518,1.0772539807582762,0.24665437045834493,5.6176868011600725,173.9543700752948,1.056767125806271
333,misalignment_02,misalignment,0.49158302221182587,1.0965170492728666,0.23263602911242184,5.756804374946302,179.5191871281878,1.0408459980581792
535,loose_mount_03,loose_mount,0.32501378868945197,0.6760008742963114,0.1595938106119506,6.360224756923019,138.12529692601484,0.6361323569707986
245,imbalance_04,imbalance,0.4195421296986126,0.823220520160037,0.15427213329832606,4.323909571798735,145.29145439125503,0.6385902309648496
23,normal_01,normal,0.2127030189362881,0.4411110921160491,0.08529193705497343,2.7968841837584915,150.9405415423506,0.461906328394719
441,misalignment_05,misalignment,0.5094320075868701,0.9912093512630785,0.20091804266784138,5.217265314848141,185.23529348015552,1.0343578520856702
117,normal_04,normal,0.15359287975227712,0.41145446222524784,0.09084843884154074,2.959779069096234,153.33889767498079,0.40774696744046485
90,normal_03,normal,0.16868481855638973,0.4754988361060449,0.09461228682382257,3.2295625321467125,142.81721908529858,0.38067171124479154
366,misalignment_03,misalignment,0.5163049180723167,0.9068926512057897,0.20002565326006966,5.6147221996387815,178.86503569826112,0.8643688432885543
212,imbalance_03,imbalance,0.34655771540616853,0.8729665227665402,0.19300498011156728,5.007744143216948,157.1478626156706,0.8959475840989043
19,normal_01,normal,0.21680616274914793,0.3809071830723061,0.10434423643545858,3.0475471204664557,148.21755013290962,0.34769710728057723
408,misalignment_04,misalignment,0.431419061349352,1.0739692508412924,0.2545802929117924,6.641450519500164,176.11947904720208,1.0041918198331872
321,misalignment_01,misalignment,0.42531314691416644,1.1026905746320619,0.17235486408354087,6.051596440384807,177.72448950478855,0.9307604669557566
145,normal_05,normal,0.1861298767085544,0.483241274306719,0.08657824833629094,2.918611250245488,148.245377595201,0.41767063648303304
290,imbalance_05,imbalance,0.35933957031356667,0.8931699243189477,0.15263331404897765,4.733655570961252,147.72098428491663,0.788908034351849
275,imbalance_05,imbalance,0.3203157665810803,0.8242766330093979,0.17761662325344157,5.2093383515528595,150.28537932394443,0.7244689151083468
542,loose_mount_04,loose_mount,0.2804666507516347,0.6055092811392998,0.16744697359923535,6.292917288759458,138.8962610457469,0.6764213652649707
361,misalignment_03,misalignment,0.4539230677606808,0.9056046475277998,0.26903475045956093,5.85336861641094,181.02496687839437,1.1747211421142452
251,imbalance_04,imbalance,0.35734820337675977,0.7700317273427857,0.20650293457749677,4.915601480965807,150.15306478982242,0.8198975552855778
288,imbalance_05,imbalance,0.35349194366578945,0.9738356955253261,0.20254709523284845,4.8341613973734034,147.23787913799512,0.7376582154640086
529,loose_mount_03,loose_mount,0.2778801858924909,0.6168127801781211,0.17128418977716017,6.544305850489444,137.8599922198688,0.6831450452819438
401,misalignment_04,misalignment,0.4576965310770583,1.0980190871671822,0.2384351949693044,5.320977117361476,173.67030058083856,0.8852503700952562
168,imbalance_01,imbalance,0.36342107736656565,0.8707128302186994,0.1800598658239991,4.919073491903918,153.68031696880877,0.7500126829681912
55,normal_02,normal,0.23641292315293605,0.4792309876455458,0.0842795974434676,2.98660936542036,146.48397842221556,0.39408600788168624
494,loose_mount_02,loose_mount,0.3164528347511482,0.8365660437880684,0.12461820770280374,6.186283322908138,133.82661313688288,0.6210981506769332
47,normal_02,normal,0.18473885580610466,0.4055035411206633,0.11191142953088866,3.0525498450294277,151.44043021017484,0.33277070065129033
94,normal_04,normal,0.1751105642479785,0.41444810747076327,0.09929319618347929,3.066859025699543,150.15342617565648,0.38172323612851433
265,imbalance_04,imbalance,0.37522535202892493,0.6903269185353478,0.13311313383162252,5.129968030428846,147.06002028910223,0.7435577723997255
109,normal_04,normal,0.20328781405954605,0.4343814420214876,0.11847825012956045,2.9651654532390084,155.00366283335856,0.3648129651108996
273,imbalance_05,imbalance,0.38583753176579094,0.8186369688530029,0.18566137176019978,5.179580306325488,143.9391187387886,0.8579055257373848
600,loose_mount_05,loose_mount,0.296819184694178,0.8744917206646963,0.1414489103734096,5.914432042820131,121.35034173252764,0.7916873255395795
480,loose_mount_01,loose_mount,0.31409430819083606,0.5430020664872696,0.12355608067825102,5.931403102993291,127.01228498429354,0.7117126801765654
437,misalignment_05,misalignment,0.4796216351684425,1.0930377857622893,0.20686309501296085,6.262950448092998,174.577219879101,0.9816908198414825
384,misalignment_03,misalignment,0.4546299711799787,0.9693880951540046,0.21529333549883675,5.243991700094559,164.1866224716313,1.0065300526276866
381,misalignment_03,misalignment,0.5417623694155136,1.0013355591543673,0.2631482146687318,5.710783470087746,180.29279568106085,1.0863009247714517
463,loose_mount_01,loose_mount,0.3014484900687165,0.6885365127114459,0.1414487127081575,7.5173703772075005,135.33547218779665,0.6428959646918853
395,misalignment_04,misalignment,0.6065952338871089,1.1480099203713916,0.2635819148599514,5.4448848177802835,173.5840018442244,1.128890788338324
266,imbalance_04,imbalance,0.3245423098691923,0.7072024237532899,0.17652324599810768,4.544647982052523,152.5118839919788,0.8162030735183674
481,loose_mount_02,loose_mount,0.3206953067165868,0.762565912215482,0.16504767465425355,6.77040639468069,131.98848959994567,0.7042773520653336
518,loose_mount_03,loose_mount,0.33734134218283096,0.7736851092330893,0.14858568816551074,6.222329140481733,136.5501181958644,0.6905438741608656
70,normal_03,normal,0.1943023186723485,0.4579116032776741,0.11089217496710793,3.2655372264535383,149.79258619582157,0.48767929447846986
232,imbalance_03,imbalance,0.4299503108964203,0.7330745712327528,0.18672801877379744,4.479461782946247,148.3123519052813,0.8981914907336028
404,misalignment_04,misalignment,0.5108117698276656,0.767290020305469,0.17416418946483334,5.487706639659715,185.74945283064562,1.0064269911833261
279,imbalance_05,imbalance,0.3912782346957663,0.7641055651212135,0.1782135919459853,4.24068166865315,151.54049380747233,0.8160016538737466
473,loose_mount_01,loose_mount,0.3439674293302306,0.6303016841210735,0.15986535587678197,6.146233127866968,135.32598002779434,0.6984537841904501
351,misalignment_02,misalignment,0.49283293653561305,0.8285514104503878,0.20858541508343867,5.908749716947931,176.60161584433553,0.9987938580680873
510,loose_mount_02,loose_mount,0.2942088624966205,0.620317129112734,0.14116616411654012,5.962743533190481,127.96891356143277,0.6547368411075996
150,normal_05,normal,0.19376507338355106,0.4919735844217363,0.09323982694318632,2.8275364081048915,151.43662661556138,0.343217896503694
125,normal_05,normal,0.20198069642014402,0.4872335290540212,0.11797594522434315,3.1032595144202904,148.8848499102429,0.3753434689207569
429,misalignment_05,misalignment,0.3895191515541385,1.0469360659620774,0.2981897547793817,5.855974466320316,185.36706540720877,1.0682914730128705
466,loose_mount_01,loose_mount,0.3617856630777827,0.692402435712039,0.13428407461234454,5.9418512015692455,138.60222408418335,0.7340485306531583
186,imbalance_02,imbalance,0.4394959315874345,0.7982660493050165,0.15695502317446464,4.71584698102538,151.4081251889623,0.7863190973072008
228,imbalance_03,imbalance,0.3106716358716407,0.8889600040329707,0.17240626949714877,4.9319317249933805,146.49204835919653,0.886290485347955
292,imbalance_05,imbalance,0.35692014514489867,0.8451055216085697,0.1701650516053973,5.1124995357130345,147.90195975394641,0.7304842757926909
248,imbalance_04,imbalance,0.3845833774809551,0.8463954830925812,0.19555219060557072,4.516679788387532,154.5122343156328,0.6701597586491569
291,imbalance_05,imbalance,0.3644546727573273,0.9381914931979735,0.19013166308380508,4.340868891977976,153.6849120464548,0.718027851499035
250,imbalance_04,imbalance,0.3658554103354542,0.7316809091702671,0.18645594928186496,4.397470077046672,153.8479080919642,0.6854816745656944
444,misalignment_05,misalignment,0.4710029956058347,1.0449815326556535,0.19975073341177216,5.319966388141644,176.26308583200733,0.9071184565773722
552,loose_mount_04,loose_mount,0.3269625228959096,0.7492810552025158,0.12982068044823494,5.978049181790622,128.962984399846,0.731809118177565
553,loose_mount_04,loose_mount,0.30390389032225806,0.7096756397832011,0.1717490924029693,6.63157536935207,131.02967398175252,0.6264003922497423
